mean,std,max,min,label,filename
1.861432489628593e-13,3487.2525614214546,58217.88441666667,-50211.11558333333,1,KC.TARG..HHZ_2024-01-24T19_58_11.542_2024-01-24T20_02_11.542.mseed
1.3399888606121144e-13,2315.870756570048,34101.773916666665,-30187.226083333335,1,KC.TARG..HHZ_2024-01-23T23_52_54.443_2024-01-23T23_56_54.443.mseed
-1.4551915228366852e-14,1836.8214226028535,17031.79925,-16657.20075,1,KC.TARG..HHZ_2023-11-07T19_32_42.313_2023-11-07T19_36_42.313.mseed
-9.701276818911234e-15,3197.0739448115155,27231.732,-31258.268,1,KC.TARG..HHZ_2024-01-22T21_02_34.285_2024-01-22T21_06_34.285.mseed
-1.103520238151153e-12,65933.36628979526,509980.567875,-447599.432125,1,KC.TARG..HHZ_2024-01-24T22_20_06.145_2024-01-24T22_24_06.145.mseed
-6.972792713592449e-14,1260.3286659516855,10388.010666666667,-8879.989333333333,1,KC.TARG..HHZ_2024-01-23T17_23_59.869_2024-01-23T17_27_59.869.mseed
-1.1762798142929871e-13,4501.563484921051,92365.50766666667,-80710.49233333333,1,KC.TARG..HHZ_2024-01-23T04_11_47.319_2024-01-23T04_15_47.319.mseed
1.191438059322536e-13,13430.217893474723,191414.98883333334,-177701.01116666666,1,KC.TARG..HHZ_2024-01-24T01_33_34.990_2024-01-24T01_37_34.990.mseed
1.976635151853164e-13,14887.557304914264,174525.15254166667,-165001.84745833333,1,KC.TARG..HHZ_2024-01-23T12_07_46.840_2024-01-23T12_11_46.840.mseed
-2.880066555614273e-14,1879.383609632069,22414.768041666666,-19076.231958333334,1,KC.TARG..HHZ_2024-01-23T10_04_13.911_2024-01-23T10_08_13.911.mseed
2.2979899464795985e-13,13617.69630096197,161911.46683333334,-165439.53316666666,1,KC.TARG..HHZ_2024-01-23T21_48_59.252_2024-01-23T21_52_59.252.mseed
6.639311322942376e-14,1827.1423201594062,20024.890041666666,-17979.109958333334,1,KC.TARG..HHZ_2024-01-24T17_47_24.049_2024-01-24T17_51_24.049.mseed
-1.0186340659856796e-13,6258.776891380596,79986.2295,-83522.7705,1,KC.TARG..HHZ_2024-01-22T22_38_41.495_2024-01-22T22_42_41.495.mseed
